claim_id,policy_start,incident_date,claim_amount,state,vehicle_type,incident_type,fact_of_loss,reported_by,policy_limit,insured_age,prior_claims_count,fraud_flag,severity_score
GIEKJTI0E,2022-07-20,2023-01-18,1002.52,SD,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,claimant,15000,64,0,0,0.05
8N71XVR7J,2022-07-31,2022-08-05,1002.52,SD,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,18826,25,4,0,0.57
ETELQ6PMZ,2020-03-23,2020-11-30,39391.02,AK,Truck,Weather Damage,V1 was missing after being parked overnight,claimant,91022,18,4,1,0.3
DPGAH3PEW,2020-02-16,2020-04-14,18627.49,FL,Van,Weather Damage,V1 was reported stolen from insured’s driveway,claimant,90765,50,1,0,1.0
K7FSVEEGS,2021-04-01,2021-04-06,7659.33,CT,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,18510,36,2,0,0.01
19ILPEB94,2019-03-29,2019-04-15,1002.52,MA,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,97528,56,5,0,0.37
SARSAS6GB,2018-11-18,2019-11-02,32335.11,TX,SUV,Side-impact,V1 was missing after being parked overnight,claimant,15000,79,3,0,0.53
3MWAZV1HM,2022-05-27,2022-06-02,8364.88,MH,Coupe,Theft,V1 was reported stolen from insured’s driveway,insured,87889,56,0,1,0.52
JUH0R2E4U,2020-03-06,2020-03-11,6826.3,WV,Sedan,Theft,V2 entered wrong lane and collided with V1,insured,97331,18,1,0,0.01
GDAYGRU24,2022-03-17,2023-03-17,21699.88,KY,Sedan,Rear-end Collision,V2 was behind V1 when it began backing up,insured,45804,41,5,1,0.02
4U236I2Y0,2020-09-12,2021-04-28,17150.25,IL,Sedan,Side-impact,V2 turned left and struck the side of V1,insured,21678,33,3,0,0.21
JHPBGGBAX,2022-06-01,2023-04-08,21319.05,AS,Van,Theft,V2 ran a stop sign and hit the side of V1,insured,100000,20,2,1,0.05
RBI1DDM6T,2019-07-25,2020-04-27,47637.96,AS,Coupe,Rear-end Collision,V2 entered wrong lane and collided with V1,claimant,98855,26,4,0,0.25
FNS6UV3FY,2021-01-19,2021-10-19,24046.8,AS,Sedan,Theft,V1 was missing after being parked overnight,insured,22928,80,0,0,0.82
TEM2F4ONB,2020-04-12,2021-03-25,33876.49,VI,Coupe,Backing Collision,V1 was missing after being parked overnight,claimant,96122,71,1,0,0.01
8VZ8KKD2D,2019-01-27,2019-10-06,15979.26,UT,Truck,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,19,5,0,0.83
96IK7ZIEM,2018-10-25,2019-01-08,8826.7,VI,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,16878,31,4,0,0.56
YXADLUSSH,2018-04-19,2018-10-29,30488.11,NV,SUV,Side-impact,V1 was missing after being parked overnight,claimant,30928,62,3,1,0.7
1Z97YTXWC,2020-04-06,2021-03-28,8053.15,PA,Coupe,Side-impact,V1 was reported stolen from insured’s driveway,claimant,20244,74,3,1,0.09
L7XG33Y6Y,2020-08-02,2021-03-30,42784.17,IA,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,97570,47,5,0,0.8
7V62CUP5R,2019-08-13,2020-03-05,51238.97,IN,SUV,Side-impact,V1 was missing after being parked overnight,claimant,46848,55,3,0,0.01
B9VDX0BNH,2021-01-23,2022-01-17,1002.52,AL,Truck,Backing Collision,V2 turned left and struck the side of V1,claimant,46551,37,5,1,0.01
36WE7GJ81,2019-05-24,2019-06-25,61910.28,NE,Van,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,93122,73,5,1,0.17
DL87XPI79,2018-06-03,2019-06-03,2591.35,MA,Van,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,95656,53,2,0,0.01
XYTCDMF6E,2021-05-22,2022-04-17,5054.3,TX,Sedan,Backing Collision,V2 was behind V1 when it began backing up,claimant,100000,65,0,0,0.01
4Z1WMJZEF,2020-05-14,2020-06-18,22926.22,MT,Sedan,Side-impact,V2 crossed centerline and hit V1 head-on,insured,15000,18,0,0,0.72
ZLUEHOOKE,2022-11-21,2022-11-26,1002.52,AK,Truck,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,60,0,0,0.62
IHQJ90ZUC,2021-06-16,2022-06-16,33942.01,OH,Coupe,Backing Collision,V1 was reported stolen from insured’s driveway,claimant,21241,63,3,0,0.74
ED6IFJJFM,2018-08-08,2018-09-28,15730.03,WV,SUV,Side-impact,V2 ran a stop sign and hit the side of V1,insured,99773,79,0,0,0.01
J73LXVXEU,2019-03-08,2019-10-05,39982.21,MH,Truck,Side-impact,V2 failed to stop and struck V1 from behind,insured,100000,31,5,0,0.64
SX4CQEKIU,2019-07-24,2020-07-23,3645.68,AL,Truck,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,80,5,0,0.64
6BXHNZTVB,2019-01-12,2019-04-13,9101.79,KY,Truck,Weather Damage,V1 was reported stolen from insured’s driveway,insured,20673,68,4,0,0.84
9WBB5BAVO,2019-01-12,2019-01-17,14452.36,SC,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,87625,72,1,0,1.0
TVZG86DQ8,2020-07-27,2021-05-18,50915.33,CT,Coupe,Head-on Collision,V2 failed to stop and struck V1 from behind,insured,92634,24,1,0,0.32
G2K14IBMM,2020-08-03,2021-05-24,1002.52,AL,SUV,Rear-end Collision,V2 turned left and struck the side of V1,claimant,23741,39,0,0,0.47
3UXPAENDU,2022-06-02,2022-11-09,23940.65,VI,Coupe,Head-on Collision,V1 was missing after being parked overnight,claimant,48611,66,5,0,0.23
PND29V3AN,2022-10-11,2022-11-12,75093.22,IA,Truck,Head-on Collision,V1 struck V2 while reversing from parking spot,insured,95158,62,1,1,0.01
HRUMMTVDN,2019-12-26,2020-08-16,1002.52,IL,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,24111,73,2,0,0.53
4P0L58JQS,2022-04-29,2022-08-04,2526.66,MT,SUV,Side-impact,V1 was damaged by falling tree during storm,insured,19881,28,4,0,0.64
21OT0AW20,2019-10-30,2020-01-03,11353.76,UT,SUV,Weather Damage,V2 turned left and struck the side of V1,claimant,100000,44,0,0,0.5
59ZYGCQWH,2020-11-01,2021-03-08,16456.93,MA,SUV,Weather Damage,V2 was behind V1 when it began backing up,claimant,15000,78,1,1,0.51
R1E0E8GMT,2020-11-24,2021-07-26,2389.46,VT,SUV,Head-on Collision,V1 was damaged by falling tree during storm,insured,15000,48,0,0,0.21
EXZWE0QDN,2021-08-27,2021-09-01,39198.59,PA,Sedan,Weather Damage,V1 was reported stolen from insured’s driveway,insured,93727,51,4,0,0.05
DB94LJQ22,2021-10-05,2022-03-10,5793.2,MA,Truck,Side-impact,V2 turned left and struck the side of V1,claimant,15000,49,4,0,0.05
AJXF9V5LD,2020-02-12,2020-03-17,86083.7,VT,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,insured,91850,69,5,0,0.21
MKMK9U9MV,2019-02-22,2020-02-22,1845.97,CO,Coupe,Weather Damage,V1 was reported stolen from insured’s driveway,insured,94762,49,5,1,0.56
CU6A49XJY,2022-07-28,2022-12-13,36783.47,NY,Van,Backing Collision,V1 was reported stolen from insured’s driveway,insured,47748,65,1,1,0.6
VAKXLUG0N,2020-02-11,2020-02-20,29217.17,KY,Truck,Theft,V2 failed to stop and struck V1 from behind,claimant,15000,43,3,0,0.35
3PI6W3802,2022-01-25,2022-06-29,35083.69,NV,Truck,Backing Collision,V2 entered wrong lane and collided with V1,insured,26862,80,2,0,0.21
92YQO0RZ4,2021-11-02,2022-04-25,52811.1,KY,Coupe,Weather Damage,V2 failed to stop and struck V1 from behind,insured,22810,56,1,1,0.43
XG8I41RVA,2021-05-08,2021-08-22,30073.14,VT,Van,Backing Collision,V2 entered wrong lane and collided with V1,insured,89272,74,1,1,0.32
7MUDENCRT,2020-05-29,2021-04-14,12989.9,OR,SUV,Backing Collision,V1 was missing after being parked overnight,insured,31721,55,1,0,0.58
PLYW0BDFF,2022-08-23,2022-10-19,25512.8,TX,Sedan,Side-impact,V2 failed to stop and struck V1 from behind,claimant,18465,70,0,0,0.63
E1OH6XM6A,2020-02-12,2020-11-11,27738.05,IL,SUV,Side-impact,V1 was missing after being parked overnight,claimant,15000,64,4,1,0.73
QWQ4MS4H2,2020-02-03,2020-12-03,7717.76,SD,Coupe,Theft,V2 turned left and struck the side of V1,claimant,52207,28,2,1,0.01
PGXJEQ4AY,2020-10-04,2021-05-11,22486.39,AL,Truck,Head-on Collision,V2 entered wrong lane and collided with V1,insured,15000,70,0,0,0.38
94EH1EWCF,2020-02-12,2020-04-04,1002.52,WV,Coupe,Weather Damage,V1 was damaged by falling tree during storm,claimant,46054,64,4,0,0.52
5YB35O0AQ,2019-10-15,2020-01-11,33356.49,MH,Sedan,Side-impact,V1 was missing after being parked overnight,claimant,95808,28,2,0,1.0
T1ZNI1MKS,2019-07-06,2020-03-01,12472.77,VI,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,19277,33,1,0,0.06
LO87TQGDS,2021-12-02,2021-12-07,10448.64,MT,Van,Backing Collision,V1 was damaged by falling tree during storm,insured,87301,48,5,1,0.01
T7INUDFZ7,2021-04-10,2021-04-15,31145.68,AK,Sedan,Theft,V2 turned left and struck the side of V1,insured,85966,54,5,0,0.01
ONS1NGWZH,2018-12-02,2019-08-23,2349.59,VI,Van,Side-impact,V1 was missing after being parked overnight,claimant,100000,80,3,0,0.69
ED1T2BAS5,2020-10-14,2021-01-09,11434.63,ND,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,23564,22,5,0,0.65
DZ63MJ3Y6,2019-02-22,2019-09-26,14675.55,IN,Sedan,Backing Collision,V2 ran a stop sign and hit the side of V1,insured,100000,78,5,0,1.0
81DDT8YK4,2020-08-26,2021-03-26,68784.54,SD,Van,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,63,4,0,0.21
CUC6JZMNR,2021-01-12,2021-12-21,13978.83,WV,Coupe,Weather Damage,Hailstorm caused significant roof and hood damage to V1,insured,52427,44,4,1,0.71
PNUZFHQDR,2018-04-23,2019-02-28,11024.72,IA,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,claimant,18409,74,2,0,0.08
0BKN8YE9P,2022-05-07,2022-05-12,28008.81,IN,Truck,Side-impact,V2 was behind V1 when it began backing up,claimant,98013,80,0,1,0.16
N93ZG9BEK,2021-09-04,2022-01-03,21199.13,GA,Truck,Backing Collision,V1 struck V2 while reversing from parking spot,insured,25799,32,5,0,0.22
GI8D9L9XG,2022-02-17,2022-11-19,8121.48,VT,Coupe,Side-impact,V1 was reported stolen from insured’s driveway,insured,93588,51,3,1,0.77
28MDVWWFC,2021-05-07,2021-11-24,27599.42,ND,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,94138,36,0,0,0.01
CE9F1A2WY,2020-02-05,2020-06-09,10662.46,IN,SUV,Theft,V2 crossed centerline and hit V1 head-on,claimant,93309,30,3,0,0.17
HB3PJB8ZE,2018-01-04,2018-11-12,14139.65,AK,Coupe,Rear-end Collision,V2 crossed centerline and hit V1 head-on,insured,94392,50,5,0,0.37
1R1Y9CCWE,2018-06-23,2018-07-18,10365.18,DC,Truck,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,19482,80,1,0,0.01
81OBLXBV3,2021-02-04,2021-02-25,9344.69,FL,Coupe,Side-impact,V1 was missing after being parked overnight,insured,91574,63,4,0,0.33
6TOMATVHY,2018-10-27,2018-12-11,4486.54,VT,Truck,Head-on Collision,V1 struck V2 while reversing from parking spot,claimant,15639,21,4,1,0.08
GQZT360AM,2022-11-10,2023-08-20,36181.23,AS,Van,Head-on Collision,V1 was damaged by falling tree during storm,claimant,26456,76,1,0,0.65
HLTT7R9V0,2020-01-31,2020-10-16,1002.52,VT,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,52436,32,1,1,0.26
PQ2LHMVFU,2022-01-03,2022-10-25,11793.88,OR,SUV,Side-impact,V2 rear-ended V1 while stopped at a red light,claimant,49145,80,1,0,0.74
JIC51MIQU,2019-06-06,2019-07-12,51454.98,NE,Truck,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,100000,19,5,0,0.36
Y5CCBSYQY,2020-10-28,2021-04-15,9680.59,MT,Truck,Head-on Collision,V1 was missing after being parked overnight,claimant,24809,30,1,1,0.32
EFFXJJUKQ,2022-12-10,2022-12-22,12290.35,AK,Coupe,Weather Damage,V2 entered wrong lane and collided with V1,insured,94019,18,0,0,0.82
22TS2OW5L,2021-08-05,2021-11-30,1002.52,AZ,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,insured,15000,34,2,0,0.85
8CJENF0DE,2021-06-03,2021-07-23,6203.87,UT,SUV,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,51790,24,1,0,0.04
ZRH2DITP2,2018-08-27,2019-03-24,49943.12,CT,SUV,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,36,5,0,0.78
XE1HVLN7W,2018-05-20,2019-04-26,12646.69,UT,SUV,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,29012,34,2,0,0.48
FMUEHG832,2018-07-22,2019-05-16,32236.75,SC,Sedan,Side-impact,V2 crossed centerline and hit V1 head-on,claimant,50203,59,2,0,0.54
P4H78QA4W,2019-05-13,2020-01-07,6980.07,WV,Coupe,Theft,V1 was damaged by falling tree during storm,claimant,15000,40,0,0,0.98
HOOBR88U3,2022-12-09,2023-08-28,3829.51,IA,Coupe,Theft,V2 entered wrong lane and collided with V1,insured,23890,18,2,0,0.16
DXX8TF7UD,2022-07-02,2022-12-27,17845.32,AK,Sedan,Side-impact,V2 failed to stop and struck V1 from behind,claimant,90879,32,1,1,0.98
4H7LPWKWL,2020-05-25,2020-08-10,30341.61,VI,SUV,Side-impact,V2 turned left and struck the side of V1,claimant,100000,61,3,1,0.01
ABSMYJE8M,2022-12-16,2023-09-26,25325.15,IL,Truck,Backing Collision,V2 was behind V1 when it began backing up,insured,99714,78,4,1,0.07
1WFQ717Y5,2019-09-16,2020-02-01,61510.96,GA,Sedan,Backing Collision,Hailstorm caused significant roof and hood damage to V1,insured,15000,57,4,0,0.59
GISE6JN59,2021-06-17,2022-04-09,38651.07,AL,Van,Rear-end Collision,V2 ran a stop sign and hit the side of V1,insured,97534,74,4,0,0.23
C4JVMXCJ0,2020-08-30,2021-06-04,22098.05,NV,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,15000,30,3,0,0.88
IJLMAEFCW,2022-09-10,2022-09-19,99998.9,AZ,Coupe,Head-on Collision,V1 was missing after being parked overnight,insured,15000,39,3,1,0.89
YS8KDC885,2019-12-12,2020-09-29,6821.85,CT,Truck,Rear-end Collision,V2 was behind V1 when it began backing up,claimant,98251,34,1,0,0.55
ITSZAUF7F,2020-03-30,2020-05-23,63119.73,WV,Van,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,15000,67,3,0,0.46
BZ753P6VB,2021-04-26,2022-02-02,46577.51,KY,SUV,Backing Collision,V2 was behind V1 when it began backing up,claimant,100000,61,1,1,0.39
23OTZFFZQ,2018-08-30,2018-09-04,68773.83,IL,Truck,Head-on Collision,V2 entered wrong lane and collided with V1,insured,15000,80,5,0,0.3
C7XV9RHYK,2020-06-03,2020-12-08,7816.3,PA,Sedan,Head-on Collision,V2 was behind V1 when it began backing up,claimant,16898,73,5,1,0.24
XGXVV0FHL,2018-01-04,2018-12-21,5350.85,NE,Coupe,Head-on Collision,V2 was behind V1 when it began backing up,claimant,15000,62,3,1,0.66
GEMJ9PJPI,2022-12-27,2023-08-04,34480.43,OR,SUV,Head-on Collision,V2 turned left and struck the side of V1,claimant,87184,43,4,0,0.5
CRLPKHDSG,2020-04-07,2020-06-02,1002.52,OR,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,26505,80,5,0,0.49
C06L8ZG6M,2022-03-07,2022-12-01,2452.7,OR,Van,Theft,Hailstorm caused significant roof and hood damage to V1,insured,88692,56,3,1,0.01
LID37062T,2022-09-01,2023-06-26,46850.82,VI,SUV,Side-impact,V1 was damaged by falling tree during storm,claimant,96691,61,0,0,1.0
L3LF3V2A8,2019-01-01,2019-11-01,29375.31,KY,Sedan,Side-impact,V1 was missing after being parked overnight,claimant,22158,80,5,0,0.95
30BF9S2U8,2019-10-24,2020-02-29,1264.53,OR,SUV,Theft,V1 was damaged by falling tree during storm,claimant,89808,61,0,0,0.01
U23WUZONU,2021-03-16,2021-03-21,3035.54,OR,Van,Head-on Collision,V2 was behind V1 when it began backing up,insured,92406,70,4,1,0.8
ABWM15GM8,2018-05-28,2018-06-24,1002.52,NE,Truck,Head-on Collision,V2 turned left and struck the side of V1,insured,91703,35,1,0,0.01
0BGH9DJ8D,2020-03-19,2020-05-08,50093.11,IN,Sedan,Head-on Collision,V2 rear-ended V1 while stopped at a red light,claimant,98915,32,4,0,0.56
37IQQF6Z6,2022-08-05,2023-01-22,5226.7,ND,SUV,Side-impact,V1 was reported stolen from insured’s driveway,insured,100000,64,2,0,0.01
B95WMGW2A,2020-09-19,2020-11-22,59243.3,CO,SUV,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,100000,66,0,1,0.56
8U9VP0SC7,2022-06-30,2022-08-22,4950.83,KY,Truck,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,17818,64,1,0,0.01
SV71AMJ5K,2022-12-01,2023-01-01,34567.09,KY,Truck,Head-on Collision,V2 turned left and struck the side of V1,claimant,51957,80,1,1,0.76
1SWL1RDAS,2018-11-27,2019-01-09,5290.13,DC,Coupe,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,17927,73,2,0,0.54
12Q314CZO,2020-08-10,2021-08-03,40840.88,NE,Van,Weather Damage,V2 failed to stop and struck V1 from behind,claimant,27268,32,0,0,0.7
VFV7HWUWO,2019-01-23,2019-11-09,22307.4,NY,Coupe,Theft,V2 was behind V1 when it began backing up,claimant,97697,43,1,1,0.44
SYLROIAW9,2019-03-29,2020-01-12,5671.79,NE,Truck,Rear-end Collision,V1 was reported stolen from insured’s driveway,claimant,22889,63,0,0,0.38
UQXDDL9U1,2021-12-17,2022-08-08,56226.74,MH,Truck,Weather Damage,V1 was damaged by falling tree during storm,claimant,87185,77,1,1,0.75
6KQ8N3QDM,2020-12-20,2021-09-03,12703.0,NE,Van,Backing Collision,V2 failed to stop and struck V1 from behind,claimant,15000,55,1,0,0.41
2KON8U3HP,2022-02-11,2022-06-23,8787.74,UT,Truck,Rear-end Collision,V1 was reported stolen from insured’s driveway,insured,46688,21,5,0,0.61
NIC9E82N3,2019-10-04,2019-11-30,67014.81,IL,Truck,Weather Damage,V1 was damaged by falling tree during storm,insured,100000,76,3,0,0.82
9ECRPRRFO,2021-10-16,2022-01-12,1002.52,ID,Coupe,Side-impact,V2 ran a stop sign and hit the side of V1,insured,50535,73,0,0,1.0
I0HLA4AX2,2021-01-01,2021-04-19,26522.73,CO,SUV,Theft,V2 rear-ended V1 while stopped at a red light,claimant,100000,75,0,0,0.42
UHEJYCCD0,2019-01-11,2019-05-27,99998.9,VT,Coupe,Weather Damage,V2 entered wrong lane and collided with V1,insured,89822,68,5,0,0.65
BCQKJU9YU,2020-05-02,2021-03-02,17754.91,VI,SUV,Backing Collision,V1 was damaged by falling tree during storm,claimant,20544,25,3,0,0.23
DV35GSGCJ,2019-08-28,2019-12-14,15030.38,VI,Van,Head-on Collision,V2 turned left and struck the side of V1,insured,94288,70,4,0,0.49
2TJ20SARV,2020-07-16,2020-09-16,36977.51,FL,Van,Side-impact,V2 was behind V1 when it began backing up,insured,21814,63,2,0,0.98
QXNJGYFJY,2021-01-29,2021-05-07,10899.87,VI,SUV,Side-impact,V1 was reported stolen from insured’s driveway,insured,100000,30,1,0,0.17
YCGWDL2KO,2019-10-06,2020-07-26,95369.94,ID,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,52327,23,2,0,0.67
VE5RZUF21,2021-05-03,2021-08-03,1002.52,AL,Truck,Weather Damage,V1 was missing after being parked overnight,insured,15000,73,1,0,0.44
ZZSPA57I3,2019-11-22,2019-11-27,7352.24,VT,SUV,Theft,V2 turned left and struck the side of V1,claimant,48901,69,0,0,0.22
K0MU85BG6,2021-05-11,2021-12-20,8877.85,SC,Sedan,Head-on Collision,V2 turned left and struck the side of V1,claimant,91942,65,4,0,0.19
AHS9O4S8U,2021-02-17,2021-09-11,63970.65,GA,Sedan,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,15000,56,4,0,0.73
K7FSPEN8Z,2022-12-29,2023-01-16,39124.0,ID,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,claimant,100000,68,0,1,0.16
J6D553QBK,2021-09-26,2022-03-15,1002.52,GA,Truck,Backing Collision,V1 was reported stolen from insured’s driveway,insured,20403,46,5,0,0.2
LM6WG6A1A,2021-10-29,2021-11-14,1002.52,NE,Truck,Backing Collision,V1 struck V2 while reversing from parking spot,insured,100000,64,2,0,0.66
T2EYF8AYG,2021-09-26,2022-05-25,31264.13,VT,Sedan,Theft,V2 rear-ended V1 while stopped at a red light,insured,51856,32,0,0,0.33
RAW0TWPWH,2018-05-13,2018-05-18,8621.13,CO,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,90483,64,0,0,0.01
VF8ESDWH8,2022-01-28,2022-08-16,4207.23,FL,Van,Backing Collision,V1 was missing after being parked overnight,insured,94443,80,5,0,0.2
3316ZFFFK,2019-05-23,2020-01-10,14034.41,FL,Coupe,Weather Damage,V1 was damaged by falling tree during storm,insured,98827,80,1,0,0.25
EC1OCHSXC,2021-09-02,2021-12-02,9827.57,IL,Truck,Rear-end Collision,V2 turned left and struck the side of V1,insured,87005,38,2,0,0.99
1VVTY9FYG,2018-02-03,2018-03-12,65101.02,CO,Sedan,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,insured,99508,71,3,0,0.58
G7K19EVQB,2018-01-13,2018-05-07,47041.75,GA,Van,Theft,V2 failed to stop and struck V1 from behind,insured,15000,51,1,0,0.01
Z1OF6DXQ1,2022-08-03,2023-06-07,18094.69,VT,Van,Weather Damage,V1 was damaged by falling tree during storm,insured,100000,65,1,1,0.12
L84CJX3JE,2018-02-13,2018-10-07,13673.65,VT,SUV,Theft,V1 was damaged by falling tree during storm,insured,16574,55,2,0,0.82
RZ5967W92,2020-01-21,2020-01-26,15129.06,CO,Coupe,Backing Collision,V1 was missing after being parked overnight,claimant,20946,52,4,1,0.08
1FGMYQBRS,2022-12-15,2023-10-31,25422.75,AZ,Van,Rear-end Collision,V2 entered wrong lane and collided with V1,insured,92948,54,5,0,0.44
3XS2PJI01,2022-02-21,2023-01-16,1002.52,NE,Coupe,Head-on Collision,V2 entered wrong lane and collided with V1,insured,100000,19,4,0,0.01
59OAXTA8R,2020-02-03,2020-10-28,48883.66,TX,SUV,Theft,V2 entered wrong lane and collided with V1,insured,15000,74,0,0,0.86
80N18MS68,2021-10-06,2021-10-11,2951.73,IN,Coupe,Head-on Collision,V1 was reported stolen from insured’s driveway,insured,50933,78,4,0,0.13
06L4ILIH1,2019-01-31,2019-02-05,16683.06,IA,Truck,Head-on Collision,Hailstorm caused significant roof and hood damage to V1,insured,100000,69,2,1,0.19
VBI09V82C,2020-09-24,2021-08-07,40013.83,CO,SUV,Head-on Collision,V2 failed to stop and struck V1 from behind,claimant,49631,33,2,0,0.23
P0YQ18G75,2020-09-01,2020-09-06,24511.15,AS,SUV,Head-on Collision,V2 failed to stop and struck V1 from behind,claimant,44776,26,3,1,0.69
E06QWFT52,2019-03-20,2019-06-21,13360.74,WA,SUV,Head-on Collision,V1 struck V2 while reversing from parking spot,claimant,43079,35,5,0,0.01
MFX1LEQI9,2019-01-30,2019-02-04,1002.52,KY,SUV,Head-on Collision,V1 was damaged by falling tree during storm,insured,92931,47,5,0,0.93
FC4Y7CQWL,2021-11-15,2022-01-20,76339.75,WV,SUV,Weather Damage,V2 failed to stop and struck V1 from behind,insured,100000,57,3,1,0.99
OQKIE6QKK,2021-06-10,2022-03-25,4595.15,DE,Coupe,Head-on Collision,V2 rear-ended V1 while stopped at a red light,insured,100000,53,5,0,0.8
Y22UBZ8ZR,2020-05-12,2020-09-23,15309.47,IN,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,claimant,15000,79,1,0,0.37
R60SI399U,2019-02-01,2019-05-21,15479.86,SD,Sedan,Backing Collision,V2 rear-ended V1 while stopped at a red light,claimant,94915,80,3,0,0.17
EY09AHK6R,2020-12-09,2021-09-09,22957.93,MT,Sedan,Head-on Collision,V2 entered wrong lane and collided with V1,insured,27221,60,1,0,0.11
92Z2A3WG1,2020-04-05,2020-07-25,69449.63,SD,Coupe,Theft,V1 was missing after being parked overnight,insured,19324,36,5,0,0.17
I77GNH3I0,2020-02-01,2020-02-06,21919.02,AL,Sedan,Theft,V2 turned left and struck the side of V1,claimant,15000,23,2,0,0.26
D7U2B1TS4,2020-03-30,2021-02-10,36140.85,CT,Van,Rear-end Collision,V2 rear-ended V1 while stopped at a red light,claimant,94686,74,3,1,0.09
6T1TZU9QE,2018-11-26,2019-01-26,15262.4,AK,Truck,Rear-end Collision,Hailstorm caused significant roof and hood damage to V1,claimant,15000,36,3,0,0.8
GU5RBV6I2,2020-01-08,2020-10-04,27944.27,NV,Sedan,Side-impact,V2 entered wrong lane and collided with V1,insured,28135,52,1,0,0.33
X4O5DBGJP,2018-11-01,2018-12-19,47555.57,WV,SUV,Theft,V2 ran a stop sign and hit the side of V1,claimant,100000,77,4,0,0.15
QOHBICNCU,2019-12-17,2020-02-18,6250.55,CT,Coupe,Head-on Collision,V1 was damaged by falling tree during storm,claimant,46339,65,3,0,0.3
JOBXZ8043,2019-11-29,2019-12-04,5355.5,AK,SUV,Side-impact,V1 struck V2 while reversing from parking spot,claimant,41846,69,4,0,0.01
JJCTCDJF2,2020-01-07,2020-01-16,11618.97,AZ,SUV,Side-impact,Hailstorm caused significant roof and hood damage to V1,claimant,15000,75,4,0,0.25
GMQADSBRM,2022-10-24,2023-06-22,4973.17,KY,Van,Side-impact,V2 failed to stop and struck V1 from behind,insured,15000,29,5,0,0.25
K4AF077GY,2018-06-07,2018-12-22,1002.52,FL,SUV,Side-impact,V2 failed to stop and struck V1 from behind,insured,100000,45,2,0,0.27
3FY4G207Y,2021-03-22,2021-03-27,4275.45,DE,Coupe,Head-on Collision,V2 ran a stop sign and hit the side of V1,insured,15000,43,0,0,0.67
I5ZHCN8IF,2019-02-10,2019-02-15,10220.45,CT,Truck,Theft,V1 was reported stolen from insured’s driveway,claimant,100000,71,1,0,0.26
Q12PQQXSJ,2020-10-15,2021-02-28,6165.64,CO,Truck,Weather Damage,V1 was damaged by falling tree during storm,insured,45144,47,1,0,0.51
AG787L6K1,2020-11-13,2021-03-25,1002.52,CO,Van,Rear-end Collision,V2 crossed centerline and hit V1 head-on,claimant,47973,28,2,1,0.77
CNTJX82VR,2021-04-06,2022-02-04,17299.07,ID,SUV,Side-impact,V1 was reported stolen from insured’s driveway,claimant,15000,67,2,1,0.97
PK92WU1RG,2020-12-08,2021-09-30,12593.05,GA,Van,Theft,Hailstorm caused significant roof and hood damage to V1,insured,96021,55,5,1,0.2
1L1V696DA,2021-04-30,2021-07-11,12526.6,KY,SUV,Rear-end Collision,V1 struck V2 while reversing from parking spot,insured,91095,41,5,0,0.01
B4QI59S90,2020-06-18,2020-07-14,99998.9,AK,SUV,Head-on Collision,V1 was damaged by falling tree during storm,claimant,18905,78,0,0,0.25
